1163284438021587044, augustry7, 1d10 (4)
1163284347537850489, georgie0, 7d6 (6, 5, 6, 4, 1, 6, 6)
1163284249022050355, augustry7, 1d10 (5)
1163283480948527234, augustry7, 4d10 (7, 8, 10, 5)
1163282698211700776, backslashes_mic, 1d20 (18)
1163275876734083184, bigboy1234, 1d20 (8)|1d4 (4)
1163274291119411200, bigboy1234, 3d4 (1, 3, 4)
1163272018003763261, augustry7, 1d20 (20)
1163272003810242560, augustry7, 1d20 (2)
1163271976807301241, augustry7, 1d20 (11)
1163271621298094090, augustry7, 1d20 (20)
1163271165402435725, backslashes, 8d6 (2, 6, 4, 6, 2, 6, 3, 5)
1163269756502167552, bigboy1234, 4d12 (7, 5, 1, 5)
1163267895267184770, augustry7, 1d8 (7)
1163267757136166922, augustry7, 1d20 (18)
1163267714203267113, georgie0, 1d8 (1)
1163267668275638383, georgie0, 1d20 (3)
1163267089805615115, augustry7, 1d20 (4)
1163266709566795878, augustry7, 1d20 (18)
1163266627526209617, augustry7, 1d20 (16)
1163266596719050862, augustry7, 1d20 (4)
1163265626203230279, georgie0, 8d6 (4, 6, 2, 5, 4, 1, 5, 4)
1163265133624168468, backslashes_mic, 1d4 (3)
1163264664323502201, bigboy1234, 3d12 (3, 12, 8)
1163262968855806032, bigboy1234, 1d20 (20)
1163262330868609155, bigboy1234, 1d20 (13)
1163261838511837294, augustry7, 1d8 (3)|2d6 (6, 1)
1163261789623029810, augustry7, 1d20 (7)
1163261772715790416, augustry7, 1d20 (13)
1163261759197552660, augustry7, 1d20 (6)
1163261366963015781, georgie0, 3d6 (5, 6, 5, 3, 4, 4, 3, 2, 2, 2, 4, 5, 4)
1163260820961112166, backslashes_mic, 1d4 (4)
1163260088782426252, bigboy1234, 4d12 (1, 10, 5, 6)
1163258769329885234, bigboy1234, 6d6 (4, 6, 1, 6, 1, 1)
1163258594083491911, backslashes, 1d20 (19)
1163257896784642058, augustry7, 1d20 (6)
1163257589556064296, bigboy1234, 6d6 (6, 4, 3, 4, 6, 4)
1163257478138564679, augustry7, 1d8 (3)|2d6 (2, 2)
1163257428893237259, augustry7, 1d20 (5)
1163257397725364234, augustry7, 1d20 (11)
1163257363600527410, augustry7, 1d20 (6)
1163256327129276487, georgie0, 1d20 (4)
1163255942587093093, backslashes_mic, 1d4 (1)
1163254955457658910, bigboy1234, 6d6 (3, 3, 4, 5, 2, 6)
1163254007914045550, georgie0, 1d9 (2)
1163253444648370196, augustry7, 1d20 (17)
1163251456359542804, augustry7, 1d8 (1)|2d6 (4, 2)
1163251418740838440, augustry7, 1d8 (3)|2d6 (4, 4)
1163251345743151226, augustry7, 2d20 (14, 8)
1163251316806652024, augustry7, 2d20 (3, 4)
1163251215019282482, augustry7, 2d20 (9, 20)
1163246562030403674, augustry7, 2d20 (1, 5)
1163246429020626965, augustry7, 2d20 (1, 2)
1163246330152484864, augustry7, 1d8 (5)|2d6 (5, 5)
1163246252390105118, augustry7, 2d20 (11, 16)
1158216219007144006, backslashes_mic, 2d20 (11, 1)
1158216202976497734, beachloop, 1d20 (20)
1158216175835168798, augustry7, 1d20 (20)
1158216087243079680, quinjara, 1d20 (15)
1158216075499024525, bigboy1234, 1d20 (12)
1158216069245317120, georgie0, 1d20 (1)
1158212810732490782, bigboy1234, 7d10 (5, 7, 9, 7, 8, 1, 1)
1158208406700695632, bigboy1234, 1d20 (9)
1158207908962631681, bigboy1234, 1d20 (3)
1158203362383245403, bigboy1234, 1d20 (3)
1158198279453036596, quinjara, 1d20 (7)
1158198196804276326, quinjara, 1d20 (3)
1158197923016871948, quinjara, 1d100 (96)
1158197808508174407, quinjara, 1d20 (18)
1158197268252459130, augustry7, 1d8 (5)|2d6 (2, 6)
1158196996344123422, augustry7, 1d20 (19)
1158194726953029793, beachloop, 1d20 (20)
1158194079264428082, backslashes, 0d8 (4, 7, 3, 4, 3, 2, 3, 6, 3, 8)
1158192873217470534, quinjara, 4d8 (1, 7, 5, 4)
1158192814211997716, quinjara, 4d20 (14, 13, 13, 8)
1158192101515870218, beachloop, 7d6 (6, 5, 6, 3, 6, 5, 6)
1158192036202172467, bigboy1234, 6d6 (3, 3, 5, 3, 5, 2)
1158192022193180672, beachloop, 2d20 (4, 18)
1158189922998562856, bigboy1234, 6d6 (3, 5, 6, 5, 2, 2)
1158189286630367242, georgie0, 0d6 (2, 5, 2, 6, 5, 4, 4, 1, 6, 2)
1158187603305168897, backslashes, 8d6 (2, 5, 5, 5, 4, 4, 2, 2)
1158186391130353754, beachloop, 1d20 (15)
1158186230987632730, quinjara, 3d8 (8, 3, 4)
1158186148712157194, quinjara, 3d20 (12, 16, 8)
1158185609999949914, beachloop, 1d20 (20)
1158185321574449152, beachloop, 1d4 (1)|5d6 (4, 6, 5, 1, 6)
1158185272442359989, georgie0, 1d20 (5)
1158185262698987611, beachloop, 1d20 (16)
1158185147984789555, beachloop, 1d20 (19)
1158184765434908694, beachloop, 1d20 (7)
1158184539001200701, augustry7, 1d20 (6)
1158183114179350558, quinjara, 1d20 (20)
1158183048945348718, quinjara, 1d20 (7)
1158183022856781844, beachloop, 1d20 (12)
1158182852375105556, beachloop, 1d20 (2)
1158182477404319784, quinjara, 1d8 (6)
1158182319778168872, quinjara, 3d20 (1, 5, 11)
1158181888767307877, quinjara, 1d8 (3)
1158181748249731112, quinjara, 1d20 (10)
1158180953106169876, beachloop, 4d6 (5, 3, 4, 2)
1158180684008017960, beachloop, 1d4 (4)|8d6 (2, 3, 1, 6, 5, 2, 6, 2)
1158180639330291782, beachloop, 1d20 (10)
1158179100964421732, quinjara, 1d20 (16)
1158178957829607454, bigboy1234, 1d20 (3)
1158178946131693629, augustry7, 1d20 (3)
1158178933993377832, beachloop, 1d20 (18)
1155702659618189414, beachloop, 1d20 (6)
1155701911987683428, backslashes, 1d20 (18)
1155701257667891332, beachloop, 1d20 (10)
1155700130851328020, beachloop, 1d20 (11)
1155698955611549697, backslashes, 7d8 (4, 6, 8, 6, 6, 8, 1)
1155697556219760711, backslashes, 1d20 (4)
1155697509583306752, augustry7, 1d20 (1)
1155697448350658560, quinjara, 1d20 (9)
1155697360161222716, georgie0, 1d20 (1)
1155697321523298324, beachloop, 1d20 (15)
1155696682114232401, beachloop, 1d20 (20)
1155695633466937404, georgie0, 1d20 (13)
1155695170948431972, beachloop, 1d20 (2)
1155690513119313992, beachloop, 1d20 (2)
1155686674722984018, beachloop, 1d20 (9)
1155685901817614396, backslashes, 1d20 (1)
1155683276678250526, beachloop, 1d20 (18)
1155680992804216832, backslashes, 1d20 (17)
1155675739862093866, beachloop, 1d20 (3)
1155666927352557588, quinjara, 1d20 (17)
1155665100850602015, quinjara, 1d20 (15)
1155664972530073670, quinjara, 1d20 (5)
1155664254029025310, georgie0, 1d20 (3)
1155664214459957299, augustry7, 1d20 (11)
1155664203064025239, quinjara, 1d20 (12)
1155664202032234507, backslashes, 2d20 (3, 12)
1155664174819594320, beachloop, 1d20 (17)
1155663766281793638, backslashes, 3d10 (1, 4, 8)
1155663694613717004, backslashes, 1d20 (18)
1153134424326668389, beachloop, 1d12 (5)
1153134413480218704, beachloop, 1d12 (9)
1153134399852904499, beachloop, 1d12 (9)
1153134391372025876, beachloop, 1d123 (105)
1153134378839453857, beachloop, 1d12 (2)
1153134357922467940, beachloop, 1d12 (2)
1153134342185439284, beachloop, 1d12 (6)
1153134274057351318, georgie0, 1d12 (9)
1153134232802177044, backslashes, 1d12 (3)
1153134144197492786, georgie0, 1d12 (6)
1153134124253597736, augustry7, 1d12 (12)
1153134104913657937, beachloop, 1d12 (10)
1153133943193862246, beachloop, 1d12 (7)
1153133942430515200, backslashes, 1d12 (2)
1153133668324343869, augustry7, 1d20 (4)
1153133479433871392, beachloop, 1d20 (13)
1153133442775654431, georgie0, 1d20 (2)
1153133403982544957, backslashes, 1d20 (13)
1153133393882656789, quinjara, 1d20 (13)
1153124834205761657, quinjara, 1d20 (9)
1153119697642983486, georgie0, 1d20 (15)
1153119078920224848, georgie0, 1d20 (10)
1153119060243001456, beachloop, 1d20 (19)
1153118264021491732, beachloop, 1d20 (19)
1153117332277829783, georgie0, 2d20 (6, 3)
1153111005132496976, backslashes, 1d20 (14)
1153108045417693285, quinjara, 1d8 (6)
1153107804601716786, quinjara, 1d2 (1)
1153107718308122674, quinjara, 1d20 (9)
1153105462250700892, georgie0, 2d10 (8, 3)
1153105228598624266, georgie0, 1d20 (7)
1153105165382062142, bigboy1234, 1d20 (13)
1153102022183231508, quinjara, 3d20 (16, 1, 11)
1153101822303678485, quinjara, 1d4 (1)
1153100628311162881, quinjara, 1d20 (6)
1153100516134498324, quinjara, 1d20 (15)
1153100368247537746, quinjara, 1d25 (12)
1153100025509978142, bigboy1234, 2d20 (4, 14)
1153099191367774330, quinjara, 1d20 (6)
1153098357099745392, backslashes, 1d1 (1)
1107485278857330858, beachloop, 1d20 (2)
1107484628287246356, backslashes, 1d20 (18)
1107484515707932673, beachloop, 1d20 (8)
1107482391502655548, bigboy1234, 1d20 (5)
1107482352017485914, bigboy1234, 1d20 (5)
1107482266684362823, bigboy1234, 1d20 (2)|1d4 (1)
1107481875863322674, bigboy1234, 1d20 (1)|1d4 (3)
1107481096377094305, bigboy1234, 1d20 (6)
1107480498265128981, backslashes, 1d20 (18)
1107480488907657276, backslashes, 1d20 (17)
1107479975386423357, backslashes, 3d20 (18, 8, 11)
1107479847082663986, backslashes, 1d20 (17)
1107479585039335426, bigboy1234, 1d20 (4)
1107475694700736575, backslashes, 1d20 (11)
1107475653265199214, beachloop, 1d20 (4)
